ip,timestamp,method,url,protocol,status,size,referer,user_agent,anomaly
104.222.32.91,2019-01-26 11:43:01+03:30,GET,"/rapidGrails/jsonList?maxColumns=16&domainClass=eshop.Order&filter=[{op:%27inSession%27,%20field:%27id%27,%20val:%27orderList0ad430bffb0640e6bfeeb58b61afcdec%27}]&columns=[{%27name%27:%27trackingCode%27,%27width%27:110},{%27name%27:%27ownerName%27,%27width%27:120},{%27name%27:%27productsName%27,%27width%27:320,%27sortable%27:false},{%27name%27:%27ownerMobile%27,%27width%27:110},{%27name%27:%27deliveryMethodName%27,%27width%27:120,%27sortable%27:false},{%27name%27:%27deliveryCityName%27,%27width%27:120,%27sortable%27:false},{%27name%27:%27addressRegionName%27,%27width%27:120,%27sortable%27:false},{%27name%27:%27courier%27,%27width%27:120,%27expression%27:%27obj[\x5C%27courier\x5C%27]?.fullName%27},{%27name%27:%27status%27,%27width%27:110},{%27name%27:%27invoiceType%27,%27width%27:60,%27expression%27:%27g.message(code:%20obj[\x5C%27invoiceTypeCode\x5C%27])%27},{%27name%27:%27itemsDeliveryStatus%27,%27width%27:60},{%27name%27:%27creationType%27,%27width%27:50},{%27name%27:%27creationMedia%27,%27width%27:50},{%27name%27:%27completionMedia%27,%27width%27:50},{%27name%27:%27completionFollower%27,%27width%27:120},{%27name%27:%27lastActionDate%27,%27width%27:100,%27expression%27:%27rg.formatJalaliDate(date:%20%20obj[\x5C%27lastActionDate\x5C%27],%20hm:\x5C%27true\x5C%27%20)%27}]&_search=false&nd=1548490597467&rows=10&page=1&sidx=lastActionDate&sord=desc",HTTP/1.1,200,1526,https://www.zanbil.ir/orderAdministration/console/184435,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0,1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/180/brand,HTTP/1.1,200,2566,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/32/brand,HTTP/1.1,200,2161,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/51578/productModel/150x150,HTTP/1.1,200,3089,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
92.114.26.109,2019-01-26 11:43:01+03:30,GET,/static/images/search-category-arrow.png,HTTP/1.1,200,217,https://znbl.ir/static/bundle-bundle_site_head.css,Mozilla/5.0 (Windows NT 6.1; rv:56.0) Gecko/20100101 Firefox/56.0,1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/49116/productModel/150x150,HTTP/1.1,200,2669,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/613/brand,HTTP/1.1,200,2119,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/21392/productModel/150x150,HTTP/1.1,200,4881,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
92.114.26.109,2019-01-26 11:43:01+03:30,GET,/static/images/icons/btn-search.png,HTTP/1.1,200,393,https://znbl.ir/static/bundle-bundle_site_head.css,Mozilla/5.0 (Windows NT 6.1; rv:56.0) Gecko/20100101 Firefox/56.0,1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/45925/productModel/150x150,HTTP/1.1,200,4085,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/485/brand,HTTP/1.1,200,2288,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
79.127.88.215,2019-01-26 11:43:01+03:30,GET,/image/1174/article/100x100,HTTP/1.1,200,15481,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (Windows NT 6.1; rv:64.0) Gecko/20100101 Firefox/64.0,1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/874/brand,HTTP/1.1,200,7699,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
92.114.26.109,2019-01-26 11:43:01+03:30,GET,/static/images/guarantees/goodShopping.png,HTTP/1.1,200,6496,https://www.zanbil.ir/?utm_source=2&utm_medium=26&utm_campaign=Z&utm_term=205,Mozilla/5.0 (Windows NT 6.1; rv:56.0) Gecko/20100101 Firefox/56.0,1
92.114.26.109,2019-01-26 11:43:01+03:30,GET,/settings/logo,HTTP/1.1,200,4120,https://www.zanbil.ir/?utm_source=2&utm_medium=26&utm_campaign=Z&utm_term=205,Mozilla/5.0 (Windows NT 6.1; rv:56.0) Gecko/20100101 Firefox/56.0,1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/126/brand,HTTP/1.1,200,2436,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
79.127.88.215,2019-01-26 11:43:01+03:30,GET,/image/1178/article/100x100,HTTP/1.1,200,16857,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (Windows NT 6.1; rv:64.0) Gecko/20100101 Firefox/64.0,1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/42/brand,HTTP/1.1,200,3470,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
217.219.161.236,2019-01-26 11:43:01+03:30,GET,/static/bundle-bundle_site_defer.min.js,HTTP/1.1,200,185207,"https://www.zanbil.ir/filter/b113,p62","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",-1
92.114.26.109,2019-01-26 11:43:01+03:30,GET,/static/css/font/wyekan/font.woff,HTTP/1.1,200,28536,https://znbl.ir/static/bundle-bundle_site_head.css,Mozilla/5.0 (Windows NT 6.1; rv:56.0) Gecko/20100101 Firefox/56.0,1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/site/alexaGooleAnalitic,HTTP/1.1,200,323,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/647/brand,HTTP/1.1,200,2943,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/60635/productModel/150x150,HTTP/1.1,200,4025,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
79.127.88.215,2019-01-26 11:43:01+03:30,GET,/image/1185/article/100x100,HTTP/1.1,200,17461,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (Windows NT 6.1; rv:64.0) Gecko/20100101 Firefox/64.0,1
92.114.26.109,2019-01-26 11:43:01+03:30,GET,/static/images/guarantees/warranty.png,HTTP/1.1,200,5807,https://www.zanbil.ir/?utm_source=2&utm_medium=26&utm_campaign=Z&utm_term=205,Mozilla/5.0 (Windows NT 6.1; rv:56.0) Gecko/20100101 Firefox/56.0,1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/20/brand,HTTP/1.1,200,1958,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/151/brand,HTTP/1.1,200,2572,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
79.127.88.215,2019-01-26 11:43:01+03:30,GET,/image/8866/specialSale,HTTP/1.1,200,36435,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (Windows NT 6.1; rv:64.0) Gecko/20100101 Firefox/64.0,1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/88/brand,HTTP/1.1,200,2322,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/878/brand,HTTP/1.1,200,4300,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/99/brand,HTTP/1.1,200,2136,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/21074/productModel/150x150,HTTP/1.1,200,2390,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/185/brand,HTTP/1.1,200,2299,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
79.127.88.215,2019-01-26 11:43:01+03:30,GET,/image/1184/article/100x100,HTTP/1.1,200,18792,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (Windows NT 6.1; rv:64.0) Gecko/20100101 Firefox/64.0,1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/193/brand,HTTP/1.1,200,2468,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/877/brand,HTTP/1.1,200,3121,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
79.127.88.215,2019-01-26 11:43:01+03:30,GET,/image/8872/specialSale,HTTP/1.1,200,36863,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (Windows NT 6.1; rv:64.0) Gecko/20100101 Firefox/64.0,1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/143/brand,HTTP/1.1,200,2420,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
79.127.88.215,2019-01-26 11:43:01+03:30,GET,/image/8862/specialSale,HTTP/1.1,200,36415,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (Windows NT 6.1; rv:64.0) Gecko/20100101 Firefox/64.0,1
92.114.26.109,2019-01-26 11:43:01+03:30,GET,/static/images/guarantees/bestPrice.png,HTTP/1.1,200,7356,https://www.zanbil.ir/?utm_source=2&utm_medium=26&utm_campaign=Z&utm_term=205,Mozilla/5.0 (Windows NT 6.1; rv:56.0) Gecko/20100101 Firefox/56.0,1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/890/brand,HTTP/1.1,200,3094,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/21230/productModel/150x150,HTTP/1.1,200,3345,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/38618/productModel/150x150,HTTP/1.1,200,2850,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/58/brand,HTTP/1.1,200,2349,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/33/brand,HTTP/1.1,200,2328,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/45953/productModel/150x150,HTTP/1.1,200,2330,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/153/brand,HTTP/1.1,200,2566,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/542/brand,HTTP/1.1,200,9804,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/132/brand,HTTP/1.1,200,2416,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/215/brand,HTTP/1.1,200,2353,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/900/brand,HTTP/1.1,200,4424,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/883/brand,HTTP/1.1,200,3126,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/888/brand,HTTP/1.1,200,3150,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/65304/productModel/150x150,HTTP/1.1,200,5394,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/49517/productModel/150x150,HTTP/1.1,200,2060,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
79.127.88.215,2019-01-26 11:43:01+03:30,GET,/static/images/favicon.ico,HTTP/1.1,200,152,-,Mozilla/5.0 (Windows NT 6.1; rv:64.0) Gecko/20100101 Firefox/64.0,1
66.249.66.194,2019-01-26 11:43:01+03:30,GET,"/m/filter/b1,b103,b105,b135,b151,b183,b185,b19,b192,b194,b202,b213,b218,b219,b224,b226,b231,b238,b261,b3,b321,b35,b36,b41,b435,b441,b442,b484,b497,b5,b50,b542,b568,b573,b598,b613,b614,b619,b647,b648,b679,b703,b723,b724,b74,b8,b874,b878,b879,b88,b880,b99",HTTP/1.1,200,27193,-,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/65409/productModel/150x150,HTTP/1.1,200,5708,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
92.114.26.109,2019-01-26 11:43:01+03:30,GET,/static/images/guarantees/fastDelivery.png,HTTP/1.1,200,7713,https://www.zanbil.ir/?utm_source=2&utm_medium=26&utm_campaign=Z&utm_term=205,Mozilla/5.0 (Windows NT 6.1; rv:56.0) Gecko/20100101 Firefox/56.0,1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/51567/productModel/150x150,HTTP/1.1,200,3707,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/133/brand,HTTP/1.1,200,2169,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/246/brand,HTTP/1.1,200,2103,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/49229/productModel/150x150,HTTP/1.1,200,3749,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
